time,j0,j1,j2,j3,j4,j5,jaw
64.95,4.3372,-2.6355,0.1544,-92.8990,20.9462,-0.3661,0.0000
64.95,4.3364,-2.6406,0.1542,-90.4990,18.5462,-1.9661,0.0000
64.95,4.3361,-2.6427,0.1541,-88.4990,16.5462,-0.7661,0.0000
64.95,4.3359,-2.6436,0.1540,-86.4990,14.5462,-1.9661,0.0000
64.95,4.3357,-2.6439,0.1539,-84.4990,12.5462,-0.7661,0.0000
64.95,4.3356,-2.6440,0.1538,-82.4990,10.5462,-1.9661,0.0000
64.95,4.3355,-2.6439,0.1537,-80.4990,8.5462,-0.7661,0.0000
65.51,4.2555,-2.7181,0.1543,-78.4990,6.5462,-2.7661,0.0000
65.51,3.8555,-3.0521,0.1571,-76.4989,4.5462,-4.7661,0.0000
65.51,3.4859,-3.2190,0.1585,-74.4989,2.5462,-6.7661,0.0000
65.51,3.2627,-3.3023,0.1592,-72.4989,0.5462,-8.7661,0.0000
65.51,3.1635,-3.3393,0.1595,-70.8989,-1.0538,-10.3661,0.0000
65.51,3.0953,-3.3646,0.1597,-68.4989,-3.4538,-11.9661,0.0000
66.81,2.9857,-3.3501,0.1603,-67.6989,-4.2538,-13.5661,0.0000
66.81,3.1517,-3.0207,0.1604,-68.8989,-3.0538,-15.5661,0.0000
66.81,3.2346,-2.8559,0.1604,-67.6989,-4.2538,-17.5661,0.0000
68.49,3.3146,-2.7759,0.1606,-67.2989,-4.6538,-17.1661,0.0000
68.49,3.6954,-2.3759,0.1611,-65.2989,-6.6538,-15.1661,0.0000
68.49,3.9384,-2.0559,0.1613,-63.6989,-8.2538,-13.5661,0.0000
68.49,4.1054,-1.6122,0.1615,-61.2989,-10.6538,-15.1661,0.0000
68.49,4.1737,-1.4158,0.1616,-59.2989,-12.6538,-13.9661,0.0000
68.49,4.2078,-1.3175,0.1617,-57.2989,-14.6538,-15.9661,0.0000
68.49,4.2248,-1.2682,0.1618,-55.2989,-16.6538,-17.1661,0.0000
68.49,4.2323,-1.2463,0.1619,-53.6989,-18.2538,-15.5661,0.0000
68.49,4.2375,-1.2310,0.1620,-51.2988,-20.6538,-17.9661,0.0000
70.81,4.3193,-1.2060,0.1616,-50.0988,-21.8538,-19.1661,0.0000
70.81,4.6393,-1.1281,0.1595,-51.6988,-20.2538,-17.5661,0.0000
70.81,4.9793,-1.0745,0.1580,-50.0988,-17.8538,-15.1661,0.0000
70.81,5.1184,-1.0524,0.1573,-52.0989,-15.8538,-13.1661,0.0000
70.81,5.1879,-1.0413,0.1569,-53.3417,-13.8538,-11.1661,0.0000
71.21,5.1970,-1.1163,0.1564,-51.5132,-11.8538,-9.1661,0.0000
71.21,5.0990,-1.4934,0.1554,-49.5132,-9.8538,-7.1661,0.0000
71.21,5.0500,-1.7503,0.1549,-47.5132,-7.8538,-5.1661,0.0000
71.21,5.0254,-1.8787,0.1545,-45.5132,-5.8538,-3.1661,0.0000
71.45,4.9974,-1.8557,0.1543,-44.3132,-3.8538,-1.9661,0.0000
71.45,4.9207,-1.4557,0.1541,-46.3132,-1.8538,-3.9661,0.0000
71.77,4.8066,-1.0557,0.1543,-48.3132,0.1462,-5.1661,0.0000
71.77,4.4066,-0.6557,0.1561,-50.3132,2.1462,-3.1661,0.0000
71.77,4.0204,-0.2557,0.1570,-51.5132,3.3462,-1.9661,0.0000
72.47,3.8126,0.1164,0.1574,-49.5132,1.3462,-3.1661,0.0000
72.47,4.0415,0.3245,0.1574,-47.9132,-0.2538,-1.5661,0.0000
72.47,4.1845,0.4547,0.1573,-45.9132,-2.2538,0.4339,0.0000
72.47,4.2631,0.5264,0.1573,-47.5132,-4.6538,-1.1661,0.0000
72.47,4.2953,0.5559,0.1573,-46.3132,-6.6538,0.0339,0.0000
72.47,4.3095,0.5690,0.1573,-47.9132,-8.2538,-1.5661,0.0000
72.47,4.3184,0.5773,0.1574,-45.9132,-10.2538,0.4339,0.0000
73.05,4.3427,0.5016,0.1577,-48.3132,-12.6538,-1.9661,0.0000
73.05,4.4322,0.1016,0.1589,-50.3132,-14.6538,-3.9661,0.0000
73.05,4.4769,-0.2667,0.1595,-52.3132,-16.6538,-5.9661,0.0000
73.05,4.4992,-0.4836,0.1599,-54.3132,-18.6538,-7.9661,0.0000
73.05,4.5103,-0.5919,0.1602,-55.5132,-20.6538,-9.9661,0.0000
73.05,4.5152,-0.6400,0.1603,-53.9132,-22.2538,-11.5661,0.0000
74.51,4.3571,-0.6414,0.1615,-53.5132,-22.6538,-12.7661,0.0000
74.51,3.9809,-0.9264,0.1648,-55.5132,-21.4538,-14.7661,0.0000
110.27,3.5809,-1.3264,0.1669,-57.5132,-19.4538,-16.7661,0.0000
110.27,3.1809,-1.7264,0.1681,-59.5132,-17.4538,-18.7661,0.0000
110.27,2.8609,-2.0464,0.1686,-61.1132,-15.8538,-20.3661,0.0000
110.27,2.3809,-2.5264,0.1689,-63.5132,-13.4538,-22.7661,0.0000
110.27,1.9809,-2.9264,0.1690,-65.5132,-11.4538,-24.7661,0.0000
110.27,1.6609,-3.2464,0.1690,-67.1133,-9.8538,-26.3661,0.0000
110.27,1.1809,-3.7015,0.1689,-69.5133,-7.4538,-24.7661,0.0000
110.27,0.7809,-3.9491,0.1689,-71.5133,-5.4538,-26.7661,0.0000
110.27,0.3970,-4.0728,0.1688,-73.5133,-3.4538,-27.9661,0.0000
110.27,0.1096,-4.1346,0.1688,-75.5133,-1.4538,-26.7661,0.0000
110.27,-0.0341,-4.1654,0.1688,-77.5133,0.5462,-27.9661,0.0000
110.27,-0.0980,-4.1790,0.1688,-79.1133,2.1462,-26.3661,0.0000
110.27,-0.1420,-4.1883,0.1688,-81.5133,4.5462,-28.7661,0.0000
110.57,-0.1580,-4.1916,0.1688,-83.1133,6.1462,-30.3661,0.0000
110.57,0.2420,-4.5566,0.1701,-81.1133,4.1462,-32.3661,0.0000
110.57,0.6420,-4.7390,0.1708,-79.1133,2.1462,-34.3661,0.0000
110.63,0.9620,-4.8237,0.1710,-77.5133,0.5462,-35.9661,0.0000
111.29,0.6420,-4.7982,0.1706,-79.1133,2.1462,-34.3661,0.0000
111.29,0.2420,-4.4146,0.1689,-81.1133,4.1462,-32.3661,0.0000
111.29,-0.2380,-4.2036,0.1680,-83.5133,6.5462,-29.9661,0.0000
111.29,-0.5580,-4.1268,0.1677,-85.1133,8.1462,-28.3661,0.0000
111.29,-0.9580,-4.0787,0.1675,-87.1133,10.1462,-26.3661,0.0000
111.29,-1.4380,-4.0521,0.1674,-89.5133,11.7462,-23.9661,0.0000
111.79,-1.7446,-4.0255,0.1680,-91.5133,10.5462,-22.7661,0.0000
111.79,-1.6911,-3.9579,0.1705,-93.1134,12.1462,-24.3661,0.0000
111.79,-1.6577,-3.9156,0.1721,-91.1133,14.1462,-26.3661,0.0000
111.79,-1.6411,-3.8944,0.1730,-89.1133,16.1462,-28.3661,0.0000
111.79,-1.6327,-3.8837,0.1734,-87.1133,18.1462,-30.3661,0.0000
112.75,-1.5486,-3.8869,0.1739,-84.7133,20.5462,-32.7661,0.0000
112.75,-1.1486,-3.9257,0.1745,-82.7133,22.5462,-34.7661,0.0000
112.75,-0.7559,-3.9450,0.1749,-80.7133,24.5462,-36.7661,0.0000
112.75,-0.4650,-3.9535,0.1751,-79.1133,26.1462,-38.3661,0.0000
112.75,-0.2832,-3.9588,0.1753,-77.1133,28.1462,-40.3661,0.0000
112.75,-0.1923,-3.9613,0.1755,-75.1133,30.1462,-42.3661,0.0000
112.75,-0.1469,-3.9625,0.1757,-73.1133,32.1462,-44.3661,0.0000
112.75,-0.1220,-3.9630,0.1759,-70.7133,34.5462,-46.7661,0.0000
112.75,-0.1129,-3.9632,0.1761,-69.1133,36.1462,-48.3661,0.0000
112.75,-0.1073,-3.9632,0.1763,-67.1133,38.1462,-50.3661,0.0000
113.45,-0.1045,-3.9631,0.1765,-69.1133,40.1462,-52.3661,0.0000
113.45,-0.5845,-3.4831,0.1763,-71.5133,37.7462,-49.9661,0.0000
113.45,-0.9045,-3.1631,0.1761,-73.1133,36.1462,-48.3661,0.0000
113.45,-1.3845,-2.6831,0.1759,-75.5133,34.5462,-45.9661,0.0000
113.45,-1.7845,-2.3144,0.1757,-77.5133,35.7462,-43.9661,0.0000
113.45,-2.1845,-2.0955,0.1757,-79.5133,34.5462,-41.9661,0.0000
113.45,-2.5045,-1.9981,0.1756,-81.1133,36.1462,-40.3661,0.0000
123.07,-2.7445,-1.9616,0.1756,-82.3133,34.9462,-39.1661,0.0000
123.07,-2.2645,-2.4259,0.1764,-79.9133,32.5462,-41.5661,0.0000
123.07,-1.9445,-2.6833,0.1766,-78.3133,30.9462,-43.1661,0.0000
123.07,-1.5445,-2.8441,0.1766,-76.3133,28.9462,-45.1661,0.0000
123.07,-1.0645,-2.9324,0.1765,-73.9133,31.3462,-47.5661,0.0000
123.07,-0.6645,-2.9685,0.1766,-71.9133,33.3462,-49.5661,0.0000
123.07,-0.3445,-2.9844,0.1767,-70.3133,34.9462,-51.1661,0.0000
123.07,0.0555,-2.9943,0.1769,-68.3133,36.9462,-53.1661,0.0000
123.07,0.3531,-2.9992,0.1771,-66.3133,38.9462,-55.1662,0.0000
123.07,0.5168,-3.0017,0.1774,-63.9132,41.3462,-57.5662,0.0000
123.07,0.5837,-3.0027,0.1776,-61.9132,43.3462,-59.5662,0.0000
123.07,0.6172,-3.0031,0.1778,-60.7132,45.3462,-61.5662,0.0000
123.07,0.6339,-3.0032,0.1781,-62.7132,47.3462,-63.5662,0.0000
123.07,0.6413,-3.0032,0.1783,-64.3132,48.9463,-65.1662,0.0000
130.83,0.6449,-3.0030,0.1785,-61.5132,51.7463,-67.9662,0.0000
130.83,1.0449,-2.6030,0.1771,-59.5132,49.7463,-65.9662,0.0000
132.89,1.4449,-2.2030,0.1763,-57.5132,47.7463,-63.9662,0.0000
132.89,1.9249,-1.7230,0.1733,-55.1132,45.3462,-61.5662,0.0000
132.89,2.3249,-1.3230,0.1720,-53.1132,43.3462,-59.5662,0.0000
132.89,2.6449,-1.0030,0.1713,-51.5132,41.7462,-57.9662,0.0000
132.89,2.9573,-0.5230,0.1706,-49.1132,39.3462,-55.5662,0.0000
132.89,3.0851,-0.1394,0.1702,-47.1132,37.3462,-53.5661,0.0000
132.89,3.1418,0.1151,0.1699,-45.5132,35.7462,-51.9661,0.0000
132.89,3.1808,0.2901,0.1696,-43.1132,33.3462,-49.5661,0.0000
132.89,3.1967,0.3618,0.1694,-41.1132,31.3462,-47.5661,0.0000
132.89,3.2047,0.3978,0.1692,-39.1131,29.3462,-45.5661,0.0000
132.89,3.2082,0.4138,0.1690,-37.5131,27.7462,-43.9661,0.0000
132.89,3.2103,0.4239,0.1688,-35.5131,25.7462,-41.9661,0.0000
132.89,3.2115,0.4296,0.1686,-33.1131,23.3462,-39.5661,0.0000
132.89,3.2119,0.4320,0.1684,-31.1131,21.3462,-37.5661,0.0000
132.89,3.2121,0.4331,0.1683,-29.5131,19.7462,-35.9661,0.0000
132.89,3.2122,0.4340,0.1681,-27.1131,17.3462,-33.5661,0.0000
132.89,3.2122,0.4344,0.1680,-25.1131,15.3462,-31.5661,0.0000
132.89,3.2121,0.4347,0.1679,-23.1131,13.3462,-29.5661,0.0000
132.89,3.2121,0.4350,0.1678,-21.1131,11.3462,-27.5661,0.0000
132.89,3.2120,0.4352,0.1677,-19.1131,9.3462,-25.5661,0.0000
133.07,3.2573,0.5153,0.1681,-17.1131,7.3462,-24.3661,0.0000
133.07,3.4383,0.8353,0.1702,-15.5131,5.7462,-25.9661,0.0000
135.77,3.5515,1.2353,0.1714,-13.5131,3.7462,-27.9661,0.0000
135.77,3.0715,1.7153,0.1727,-11.1131,1.3462,-25.5661,0.0000
135.77,2.7515,2.0353,0.1732,-9.5131,-0.2538,-23.9661,0.0000
135.77,2.3515,2.3228,0.1735,-7.5131,-2.2538,-21.9661,0.0000
135.77,1.8715,2.4810,0.1736,-5.1131,-4.6538,-19.5661,0.0000
135.77,1.4715,2.5458,0.1737,-3.1131,-6.6538,-17.5661,0.0000
135.77,1.0715,2.5782,0.1738,-1.1131,-8.6538,-15.5661,0.0000
135.77,0.7515,2.5927,0.1738,0.4869,-10.2538,-13.9661,0.0000
135.77,0.3515,2.6019,0.1739,2.4869,-12.2538,-11.9661,0.0000
135.77,-0.0485,2.6065,0.1739,4.4869,-14.2538,-9.9661,0.0000
135.77,-0.5285,2.6092,0.1740,6.8869,-16.6538,-7.5661,0.0000
135.77,-0.9285,2.6103,0.1741,8.8869,-18.6538,-5.5661,0.0000
135.77,-1.3229,2.6110,0.1742,10.8869,-20.6538,-3.5661,0.0000
135.77,-1.6205,2.6113,0.1743,12.4869,-22.2538,-1.9661,0.0000
135.77,-1.8252,2.6117,0.1745,14.8869,-24.6538,0.4339,0.0000
135.77,-1.8996,2.6118,0.1746,16.4869,-26.2538,2.0339,0.0000
135.77,-1.9508,2.6121,0.1747,18.8869,-28.6538,4.4339,0.0000
135.77,-1.9718,2.6122,0.1749,20.8869,-30.6538,6.4339,0.0000
135.77,-1.9823,2.6124,0.1751,22.8869,-32.6538,8.4339,0.0000
135.77,-1.9870,2.6125,0.1752,24.4869,-34.2538,10.0339,0.0000
135.77,-1.9902,2.6127,0.1755,26.8868,-36.6538,12.4339,0.0000
135.77,-1.9916,2.6129,0.1757,28.8868,-38.6538,14.4339,0.0000
135.77,-1.9922,2.6130,0.1758,30.4868,-40.2538,16.0339,0.0000
135.77,-1.9926,2.6131,0.1761,28.4868,-42.2538,18.0339,0.0000
135.77,-1.9928,2.6133,0.1764,26.0869,-44.6538,20.4339,0.0000
135.77,-1.9929,2.6134,0.1766,24.4869,-46.2538,22.0339,0.0000
135.77,-1.9930,2.6136,0.1769,22.4869,-48.2538,24.0339,0.0000
